day_avg_dwell,day_of_week,lat,long,off,on,route,stop_name,total,trip_avg_dwell,unique_stop_number
33.4,WEEKDAY,39.965228,-82.974002,49,31,10,E BROAD ST & HOFFMAN AVE,80,0.4,2476
26.5,WEEKDAY,39.965642,-82.970477,61,24,10,E BROAD ST & S OHIO AVE,85,0.3,2477
27.3,WEEKDAY,39.96585,-82.96871,17,41,10,E BROAD ST & S CHAMPION,58,0.3,2478
5.9,WEEKDAY,39.947703,-83.02852,5,7,3,W MOUND ST & GLENWOOD AV,12,0.2,2451
54.7,WEEKDAY,39.949411,-83.022244,32,165,3,W MOUND ST & MOUNT CALVA,197,1.5,2454
5.5,WEEKDAY,39.949906,-83.021102,2,9,3,S SOUDER AVE & W MOUND S,11,0.2,2455
2.1,WEEKDAY,39.951705,-83.020125,3,2,3,S DAVIS AVE & CAMPBELL A,4,0.1,2456
7.3,WEEKDAY,39.953599,-83.020404,13,6,3,S DAVIS AVE & SULLIVANT,19,0.2,2457
11.8,WEEKDAY,40.009036,-82.979331,20,4,8,HAMILTON AVE & DUXBERRY,24,0.2,1729
11.1,WEEKDAY,40.011967,-82.979144,15,3,8,HAMILTON AVE & CLINTON S,17,0.2,1730
23.4,WEEKDAY,40.014784,-82.98135,34,24,8,MCGUFFEY RD & E HUDSON S,58,0.3,1732
3.0,WEEKDAY,40.014843,-82.981286,6,3,11,MCGUFFEY RD & E HUDSON S,9,0.2,1732
3.8,WEEKDAY,39.937303,-82.983451,3,5,8,PARSONS AVE & E GATES ST,7,0.1,2826
11.8,WEEKDAY,39.939407,-82.983289,4,13,4,PARSONS AVE & THURMAN AV,17,0.2,2827
4.7,WEEKDAY,39.939425,-82.983285,6,4,8,PARSONS AVE & THURMAN AV,10,0.1,2827
5.9,WEEKDAY,39.979891,-83.034095,6,0,31,W 1ST AVE & OXLEY RD,6,0.2,2942
0.0,WEEKDAY,39.979565,-83.031775,0,0,13,NORTHWEST BLVD & W 1ST A,0,0.0,2943
124.4,WEEKDAY,39.979631,-83.031832,13,10,31,NORTHWEST BLVD & W 1ST A,23,3.5,2943
0.5,WEEKDAY,39.976669,-83.029516,0,3,13,NORTHWEST BLVD & BURR AV,3,0.2,2945
0.1,WEEKDAY,39.974882,-83.029137,0,0,13,NORTHWEST BLVD & GOODALE,0,0.0,2946
0.3,WEEKDAY,39.981384,-83.038747,0,0,31,W 1ST AVE & WILLARD AVE,0,0.0,2914
0.8,WEEKDAY,39.981742,-83.041791,2,0,13,W 1ST AVE & AVONDALE AVE,3,0.3,2915
0.9,WEEKDAY,39.981765,-83.041807,0,1,31,W 1ST AVE & AVONDALE AVE,1,0.0,2915
0.6,WEEKDAY,39.981872,-83.044781,1,0,13,W 1ST AVE & GRANDVIEW AV,1,0.2,2916
4.3,WEEKDAY,39.981999,-83.044748,1,4,31,W 1ST AVE & GRANDVIEW AV,6,0.1,2916
1.2,WEEKDAY,39.937488,-83.042208,2,1,3,HARRISBURG PIKE & RANSBU,3,0.0,2957
1.3,WEEKDAY,39.93594,-83.043635,2,1,3,HARRISBURG PIKE & ROSEMO,2,0.0,2958
3.1,WEEKDAY,39.933364,-83.046717,6,1,3,1117 HARRISBURG PIKE,7,0.1,2959
8.4,WEEKDAY,39.931715,-83.048865,19,6,3,HARRISBURG PIKE & EAKIN,25,0.2,2960
6.5,WEEKDAY,39.926391,-83.057026,11,3,3,1515 HARRISBURG PIKE,14,0.2,2961
8.2,WEEKDAY,39.923745,-83.059219,21,1,3,1657 HARRISBURG PIKE,23,0.2,2963
3.4,WEEKDAY,39.920665,-83.061756,12,2,3,HARRISBURG PIKE & CLIME,14,0.1,2964
3.0,WEEKDAY,39.915191,-83.065899,3,1,3,HARRISBURG PIKE & ALKIRE,5,0.1,2965
1.5,WEEKDAY,39.911148,-83.069366,3,0,3,HARRISBURG PIKE & BLUE R,3,0.0,2966
1.5,WEEKDAY,39.908795,-83.071668,2,1,3,HARRISBURG PIKE & HYDE R,2,0.0,2967
1.7,WEEKDAY,39.981829,-83.043729,5,0,31,W 1ST AVE & GLENDALE AVE,6,0.0,2939
0.0,WEEKDAY,39.981584,-83.040327,0,0,31,W 1ST AVE & HOPE AVE,0,0.0,2940
0.5,WEEKDAY,39.980988,-83.037571,0,1,13,W 1ST AVE & VIRGINIA AVE,1,0.2,2941
3.1,WEEKDAY,39.980965,-83.037592,3,0,31,W 1ST AVE & VIRGINIA AVE,3,0.1,2941
1.3,WEEKDAY,39.979849,-83.034213,2,4,13,W 1ST AVE & OXLEY RD,6,0.4,2942
0.2,WEEKDAY,39.890921,-83.080481,0,0,3,RICHARD AVE & SOUTHWEST,0,0.0,2993
5.2,WEEKDAY,39.892696,-83.080113,2,7,3,RICHARD AVE & ADDISON DR,9,0.1,2994
3.0,WEEKDAY,39.895022,-83.078947,2,2,3,RICHARD AVE & PARLIN DR,4,0.1,2995
5.2,WEEKDAY,39.895531,-83.081839,2,5,3,PARLIN DR & BROADWAY,7,0.1,2996
1.1,WEEKDAY,39.897764,-83.080482,0,2,3,BROADWAY & CENTRAL AVE,3,0.0,2997
1.3,WEEKDAY,39.936056,-83.043473,1,2,3,HARRISBURG PIKE & ROSEMO,3,0.0,3009
1.0,WEEKDAY,39.937452,-83.042185,0,1,3,HARRISBURG PIKE & RANSBU,2,0.0,3010
0.4,WEEKDAY,39.939783,-83.040327,0,0,3,HARRISBURG PIKE & GARLIN,0,0.0,3011
6.7,WEEKDAY,39.941886,-83.038701,4,9,3,800 HARRISBURG PIKE,13,0.2,3012
1.2,WEEKDAY,39.987291,-82.992119,4,0,12,FIELDS AVE & E 5TH AVE,4,0.0,3014
7.4,WEEKDAY,39.974255,-83.026119,1,8,3,GOODALE BLVD & YARD ST,9,0.2,2947
0.4,WEEKDAY,39.974217,-83.026082,0,1,13,GOODALE BLVD & YARD ST,1,0.1,2947
23.5,WEEKDAY,39.944605,-83.03672,43,33,3,HARRISBURG PIKE & W MOUN,76,0.7,2953
2.9,WEEKDAY,39.941761,-83.038873,6,1,3,771 HARRISBURG PIKE,7,0.1,2954
0.1,WEEKDAY,39.939806,-83.040376,0,0,3,HARRISBURG PIKE & GARLIN,0,0.0,2955
0.4,WEEKDAY,39.982049,-83.049036,1,0,13,W 1ST AVE & OAKLAND AVE,2,0.1,2918
0.7,WEEKDAY,39.982165,-83.051488,3,0,13,W 1ST AVE & ELMWOOD AVE,3,0.2,2919
0.6,WEEKDAY,39.982267,-83.05407,1,0,13,W 1ST AVE & GLENN AVE,1,0.2,2920
0.1,WEEKDAY,39.982386,-83.056594,0,0,13,W 1ST AVE & LINCOLN RD,0,0.0,2921
0.1,WEEKDAY,39.985586,-83.058193,0,0,13,W 3RD AVE & CAMBRIDGE BL,0,0.0,2924
6.6,WEEKDAY,40.116141,-83.014686,25,2,102,VANTAGE DR & RED ROOF IN,27,0.2,2901
9.4,WEEKDAY,40.055941,-83.072241,5,11,33,HENDERSON RD & GETTYSBUR,16,0.3,2902
4.6,WEEKDAY,39.974188,-83.019121,4,2,3,582 W GOODALE ST,6,0.1,2906
0.1,WEEKDAY,39.974213,-83.019062,0,0,13,582 W GOODALE ST,0,0.0,2906
3.9,WEEKDAY,39.974302,-83.024992,7,0,3,GOODALE BLVD & YARD ST,8,0.1,2907
2.8,WEEKDAY,40.097966,-82.950014,9,0,101,CLEVELAND AVE & HOME ACR,9,0.1,3074
0.3,WEEKDAY,40.111169,-82.949046,2,0,43,S CLEVELAND AVE & SCHROC,2,0.0,3075
0.0,WEEKDAY,40.112726,-82.948943,0,0,43,S CLEVELAND AVE & COPELA,0,0.0,3076
0.0,WEEKDAY,40.116163,-82.948716,0,0,43,340 S CLEVELAND AVE,0,0.0,3077
0.6,WEEKDAY,40.116248,-82.948682,2,0,101,340 S CLEVELAND AVE,2,0.0,3077
0.1,WEEKDAY,40.093386,-82.950382,0,0,43,CLEVELAND AVE & BLENDON,0,0.0,3072
8.0,WEEKDAY,40.0933,-82.950375,23,5,101,CLEVELAND AVE & BLENDON,28,0.2,3072
0.1,WEEKDAY,40.095974,-82.950184,0,0,43,CLEVELAND AVE & BELLA VI,0,0.0,3073
2.7,WEEKDAY,40.096004,-82.95017,9,1,101,CLEVELAND AVE & BELLA VI,10,0.1,3073
0.1,WEEKDAY,40.098011,-82.950023,0,0,43,CLEVELAND AVE & HOME ACR,0,0.0,3074
8.8,WEEKDAY,39.901344,-83.077939,18,2,3,BROADWAY & HOME RD,19,0.2,2968
1.9,WEEKDAY,39.887937,-83.088706,2,2,3,BROADWAY & ROSE AVE,4,0.1,2973
0.5,WEEKDAY,39.885676,-83.09064,1,0,3,BROADWAY & BURR OAK DR,1,0.0,2974
6.9,WEEKDAY,39.881284,-83.072092,1,8,3,COLUMBUS ST & LEITHART D,9,0.2,2988
1.6,WEEKDAY,39.881413,-83.076879,0,2,3,COLUMBUS ST & SECURITY D,3,0.0,2989
1.5,WEEKDAY,39.987431,-82.991871,4,1,22,FIELDS AVE & E 5TH AVE,5,0.0,3014
0.9,WEEKDAY,40.097392,-82.963015,0,1,42,SHARON WOODS BLVD & JEWE,1,0.5,3038
0.4,WEEKDAY,40.100071,-82.962255,0,1,42,SHARON WOODS BLVD & CARD,1,0.2,3039
0.1,WEEKDAY,40.103698,-82.963028,0,0,42,SHARON WOODS BLVD & BROO,0,0.0,3040
3.8,WEEKDAY,39.916418,-82.897223,8,1,5,REFUGEE RD & COURTRIGHT,9,0.1,3067
3.6,WEEKDAY,40.055523,-82.953243,8,1,6,CLEVELAND AVE & BELCHER,9,0.1,3085
0.8,WEEKDAY,40.055513,-82.953254,3,0,101,CLEVELAND AVE & BELCHER,3,0.2,3085
30.4,WEEKDAY,40.059081,-82.95295,36,12,6,CLEVELAND AVE & MORSE RD,49,0.9,3086
95.6,WEEKDAY,40.059055,-82.952956,172,70,101,CLEVELAND AVE & MORSE RD,242,1.1,3086
0.8,WEEKDAY,40.06442,-82.95255,1,1,6,CLEVELAND AVE & ABINGTON,2,0.0,3087
8.3,WEEKDAY,40.08883,-82.950848,7,14,101,CLEVELAND AVE & FUJI DR,21,0.2,3081
3.5,WEEKDAY,40.043066,-82.959642,8,1,6,CLEVELAND AVE & LAMONT A,9,0.1,3082
0.9,WEEKDAY,40.043054,-82.959707,4,0,101,CLEVELAND AVE & LAMONT A,4,0.2,3082
4.5,WEEKDAY,40.050493,-82.9537,6,1,6,CLEVELAND AVE & FERRIS R,7,0.1,3084
0.7,WEEKDAY,40.050493,-82.953682,3,0,101,CLEVELAND AVE & FERRIS R,3,0.1,3084
0.2,WEEKDAY,40.096332,-82.95027,0,0,43,CLEVELAND AVE & DEEWOOD,0,0.1,3078
3.9,WEEKDAY,40.096331,-82.95028,1,9,101,CLEVELAND AVE & DEEWOOD,10,0.1,3078
0.1,WEEKDAY,40.093143,-82.950516,0,0,43,CLEVELAND AVE & BLENDON,0,0.0,3079
10.3,WEEKDAY,40.093193,-82.950524,2,29,101,CLEVELAND AVE & BLENDON,31,0.3,3079
0.1,WEEKDAY,40.088875,-82.950835,0,0,43,CLEVELAND AVE & FUJI DR,0,0.0,3081
0.1,WEEKDAY,40.11419,-82.927347,0,0,43,S STATE ST & CHERRINGTON,0,0.0,3117
1.9,WEEKDAY,40.11044,-82.926039,0,2,43,S STATE ST & E SCHROCK R,2,0.6,3119
1.2,WEEKDAY,40.080567,-82.927609,1,1,35,STATE ROUTE 161 & WESTER,2,0.1,3123
2.3,WEEKDAY,40.083957,-82.944629,2,3,35,STATE ROUTE 161 & FOREST,5,0.1,3124
3.7,WEEKDAY,40.032519,-82.989788,6,6,32,OAKLAND PARK AVE & MAIZE,12,0.1,3714
5.3,WEEKDAY,39.923146,-82.829356,2,4,25,GENDER RD & BRICE RD,6,0.4,7605
1.2,WEEKDAY,39.977594,-82.961001,1,2,11,TAYLOR AVE & MARYLAND AV,3,0.1,7623
0.5,WEEKDAY,39.96644,-82.837389,1,1,25,MCNAUGHTEN & BASKERVILLE,2,0.0,7630
0.0,WEEKDAY,39.865537,-82.885251,0,0,24,S HAMILTON & ELMONT PL,0,0.0,7631
0.4,WEEKDAY,39.966394,-82.837432,0,0,25,MCNAUGHTEN RD & WINDING,0,0.0,7632
0.3,WEEKDAY,39.969312,-82.837103,0,0,25,MCNAUGHTEN RD & BILLINGT,1,0.0,7633
0.3,WEEKDAY,39.969268,-82.837134,0,0,25,MCNAUGHTEN RD & WHITNEY,0,0.0,7634
0.2,WEEKDAY,39.972907,-82.836783,0,0,25,MCNAUGHTEN RD & KNIVERS,0,0.0,7635
0.2,WEEKDAY,39.972891,-82.8368,0,0,25,MCNAUGHTEN RD & WHITMAN,1,0.0,7636
1.4,WEEKDAY,39.977514,-82.836405,4,1,25,MCNAUGHTEN RD & GANSE,5,0.1,7637
1.4,WEEKDAY,40.083528,-82.94601,1,1,35,FOREST HILLS BLVD & NORT,2,0.1,7638
0.3,WEEKDAY,39.959119,-82.838063,0,1,25,MCNAUGHTEN & CHERRY HILL,1,0.0,7625
0.0,WEEKDAY,39.959422,-82.838047,0,0,25,MCNAUGHTEN RD & EFFINGHA,0,0.0,7626
0.1,WEEKDAY,39.963447,-82.83767,0,0,25,MCNAUGHTEN RD & OLDE ORC,0,0.0,7627
0.2,WEEKDAY,39.963888,-82.837663,0,0,25,MCNAUGHTEN RD & OLDE ORC,1,0.0,7628
0.6,WEEKDAY,39.865822,-82.885186,0,0,24,S HAMILTON & ELMONT PL,1,0.1,7629
0.8,WEEKDAY,39.904127,-82.939383,0,1,4,WATKINS RD & NEW WORLD D,1,0.0,7579
2.5,WEEKDAY,39.905887,-82.929706,0,4,4,WATKINS RD & ALUM CREEK,4,0.1,7580
4.0,WEEKDAY,39.905793,-82.9292,4,0,4,WATKINS RD & ALUM CREEK,4,0.1,7581
1.6,WEEKDAY,39.936478,-82.954737,1,2,5,FAIRWOOD AVE & GATES ST,3,0.0,7582
1.1,WEEKDAY,39.936175,-82.954815,2,1,5,FAIRWOOD AVE & GATES ST,3,0.0,7583
1.2,WEEKDAY,39.934655,-83.075234,0,2,9,HAGUE AVE & ROSEDALE AVE,2,0.0,7599
0.9,WEEKDAY,39.93466,-83.075272,2,0,9,HAGUE AVE & ROSEDALE AVE,2,0.0,7600
2.8,WEEKDAY,39.931264,-83.076387,2,3,9,HAGUE AVE & BRIGGS RD,5,0.1,7601
1.2,WEEKDAY,40.052863,-82.909237,0,2,34,STELZER RD & ALSTON ST,3,0.0,6875
11.7,WEEKDAY,39.837163,-82.931078,6,35,22,SPIEGEL DR & ALUM CREEK,42,0.3,6884
2.5,WEEKDAY,39.837166,-82.931071,1,5,24,SPIEGEL DR & ALUM CREEK,6,0.4,6884
2.8,WEEKDAY,39.877072,-82.931448,16,2,22,ALUM CREEK DR & LINDSAY,18,0.1,7085
4.9,WEEKDAY,39.877687,-82.931109,2,16,22,ALUM CREEK DR & LINDSAY,18,0.1,7086
1.4,WEEKDAY,40.061782,-83.000815,1,2,11,MORSE RD & INDIANOLA AVE,3,0.1,7087
10.4,WEEKDAY,40.061793,-83.000829,15,12,34,MORSE RD & INDIANOLA AVE,27,0.2,7087
8.6,WEEKDAY,40.064928,-83.090355,20,1,1,BETHEL RD & GREYSTONE DR,21,0.2,7089
4.8,WEEKDAY,39.908279,-82.824401,2,6,5,GENDER RD & UPPERIDGE DR,7,0.1,6992
11.3,WEEKDAY,39.9084,-82.824353,3,14,25,GENDER RD & UPPERIDGE DR,17,0.8,6992
6.5,WEEKDAY,39.910915,-82.824829,0,7,5,REFUGEE RD & GENDER RD,8,0.2,6993
2.7,WEEKDAY,39.911748,-82.827064,0,5,5,REFUGEE RD & STIRLING BR,5,0.1,6994
11.6,WEEKDAY,39.913718,-82.847561,3,24,5,CHATTERTON RD & FALCON B,27,0.3,6995
44.4,WEEKDAY,39.928068,-83.118977,43,44,9,WALMART GEORGESVILLE RD,87,0.8,6901
914.4,WEEKDAY,40.148222,-82.938193,39,40,101,OHIO HEALTH & AFRICA RD,79,12.4,6902
2.3,WEEKDAY,39.883922,-82.883286,0,5,24,HAMILTON RD & DIRECTORS,6,0.3,6903
19.1,WEEKDAY,39.925716,-82.935824,28,32,5,ALUM CREEK DR & WINSLOW,60,0.6,6905
15.9,WEEKDAY,39.925716,-82.935848,18,35,22,ALUM CREEK DR & WINSLOW,53,0.4,6905
785.5,WEEKDAY,39.830177,-82.933012,120,96,22,LONDON-GROVEPORT RD & AL,216,10.6,7063
134.3,WEEKDAY,39.830193,-82.933013,21,17,24,LONDON-GROVEPORT RD & AL,37,9.6,7063
9.1,WEEKDAY,39.867323,-82.935319,1,19,22,ALUM CREEK DR & GROVEPOR,20,0.3,7064
0.9,WEEKDAY,39.869355,-82.826797,0,2,25,GENDER RD & LEHMAN RD,2,0.1,7068
10.9,WEEKDAY,40.022995,-83.059256,6,4,3,TREMONT RD & RIDGECLIFF,10,0.3,7076
8.3,WEEKDAY,39.941889,-83.110818,2,10,6,SULLIVANT AVE & GEORGESV,12,0.2,7027
1.0,WEEKDAY,39.885481,-83.090712,0,2,3,BROADWAY & LOTZ DR,2,0.0,7029
1.5,WEEKDAY,39.888412,-83.088168,2,1,3,BROADWAY & CEDAR GROVE P,3,0.0,7030
3.4,WEEKDAY,39.888321,-82.930308,7,6,22,ALUM CREEK DR & WILLIAMS,13,0.1,7031
0.0,WEEKDAY,40.096523,-83.048712,0,0,74,LINWORTH RD & WOODMAN DR,0,0.0,7032
2.2,WEEKDAY,40.013131,-82.911834,5,2,23,STELZER RD & CITYGATE DR,8,0.0,7100
5.0,WEEKDAY,40.005724,-82.912566,5,6,23,STELZER RD & JOHNSTOWN R,11,0.1,7101
82.7,WEEKDAY,39.955445,-82.877202,171,48,2,E MAIN ST & S HAMILTON R,219,1.1,2307
2.1,WEEKDAY,39.954987,-82.861676,12,1,2,E MAIN ST & MANFELD DR,13,0.0,2309
1.6,WEEKDAY,39.955105,-82.862368,1,5,2,E MAIN ST & MANFELD DR,6,0.0,2313
80.8,WEEKDAY,39.955534,-82.876412,37,154,2,E MAIN ST & S HAMILTON R,191,1.1,2315
6.3,WEEKDAY,39.956203,-82.90324,17,2,2,E MAIN ST & MAPLEWOOD AV,20,0.1,2298
39.6,WEEKDAY,39.956132,-82.900994,107,32,2,E MAIN ST & COLLINGWOOD,139,0.5,2299
5.6,WEEKDAY,39.955802,-82.889029,12,3,2,E MAIN ST & KARL ST,15,0.1,2302
18.7,WEEKDAY,39.95573,-82.886682,34,9,2,E MAIN ST & S YEARLING R,43,0.2,2303
5.6,WEEKDAY,39.955612,-82.882532,17,2,2,E MAIN ST & WESTPHAL AVE,19,0.1,2305
18.7,WEEKDAY,39.944161,-82.997022,29,25,5,S HIGH ST & E WHITTIER S,54,0.3,2257
12.1,WEEKDAY,39.944233,-82.997078,18,19,8,S HIGH ST & E WHITTIER S,37,0.4,2257
11.7,WEEKDAY,39.946047,-82.997443,10,15,5,S HIGH ST & E COLUMBUS S,25,0.2,2258
5.7,WEEKDAY,39.946004,-82.997434,2,10,8,S HIGH ST & E COLUMBUS S,12,0.2,2258
15.4,WEEKDAY,39.948729,-82.997963,19,12,5,S HIGH ST & E SYCAMORE S,31,0.2,2259
29.6,WEEKDAY,39.956235,-82.900803,34,101,2,E MAIN ST & COLLINGWOOD,135,0.4,2323
8.7,WEEKDAY,39.956305,-82.903408,3,14,2,E MAIN ST & MAPLEWOOD AV,17,0.1,2324
8.7,WEEKDAY,39.956382,-82.906062,9,14,2,E MAIN ST & RUBY AVE,23,0.1,2325
16.2,WEEKDAY,39.956455,-82.908513,11,32,2,E MAIN ST & S WEYANT AVE,43,0.2,2326
75.8,WEEKDAY,39.95663,-82.914392,94,130,2,E MAIN ST & S JAMES RD,224,1.0,2329
17.6,WEEKDAY,39.956747,-82.918546,12,37,2,E MAIN ST & EASTMOOR BLV,49,0.2,2331
9.1,WEEKDAY,39.956807,-82.920898,7,15,2,E MAIN ST & S CHESTERFIE,22,0.1,2332
8.1,WEEKDAY,39.956878,-82.923711,5,12,2,E MAIN ST & KENWICK RD,17,0.1,2333
4.9,WEEKDAY,39.956967,-82.92724,4,5,2,E MAIN ST & S ROOSEVELT,9,0.1,2334
9.9,WEEKDAY,39.95704,-82.930155,10,10,2,E MAIN ST & S REMINGTON,20,0.1,2335
5.9,WEEKDAY,39.892059,-82.996564,10,1,8,S HIGH ST & WILLIAMS RD,11,0.2,2228
8.2,WEEKDAY,39.88701,-82.998666,14,4,8,3650 S HIGH ST,18,0.1,2234
7.9,WEEKDAY,39.892182,-82.996319,1,14,8,S HIGH ST & WILLIAMS RD,15,0.2,2235
5.3,WEEKDAY,39.894613,-82.995457,2,6,8,S HIGH ST & RUMSEY RD,8,0.2,2236
523.9,WEEKDAY,39.909749,-82.822109,64,61,5,GENDER RD TOWN CENTER 1,124,7.5,6955
7.2,WEEKDAY,39.917419,-82.913451,6,6,5,REFUGEE RD & WINCHESTER,12,0.2,6956
8.7,WEEKDAY,39.914487,-82.855963,1,18,5,CHATTERTON RD & FLEET RD,19,0.3,6957
3.4,WEEKDAY,40.004059,-83.015473,2,6,151,W WOODRUFF AVE & FISHER,7,0.3,7160
0.7,WEEKDAY,40.079972,-83.132827,2,0,72,PARKCENTER CIR & NATIONW,2,0.1,7166
12.2,WEEKDAY,39.955802,-83.002153,25,2,3,W MAIN ST & S LUDLOW ST,28,0.3,7174
12.3,WEEKDAY,39.955802,-83.002182,28,2,6,W MAIN ST & S LUDLOW ST,30,0.4,7174
14.4,WEEKDAY,39.9558,-83.002178,15,2,9,W MAIN ST & S LUDLOW ST,17,0.6,7174
10.3,WEEKDAY,40.064928,-83.090423,1,9,21,BETHEL RD & GREYSTONE DR,10,0.6,7089
3.2,WEEKDAY,40.019438,-82.911508,2,7,23,STELZER RD & AGLER RD,9,0.0,7096
790.7,WEEKDAY,40.02112,-83.057344,32,48,3,KINGSDALE MACYS-NORTHWES,80,13.2,7098
17.9,WEEKDAY,40.021236,-83.057347,7,2,32,KINGSDALE MACYS-NORTHWES,9,1.0,7098
2.3,WEEKDAY,40.013051,-82.911983,3,4,23,STELZER RD & CITYGATE DR,7,0.0,7099
8.9,WEEKDAY,40.091954,-83.091666,25,3,33,6200 SAWMILL RD,28,0.2,7180
11.1,WEEKDAY,40.0918,-83.091871,3,23,33,6175 SAWMILL RD,27,0.3,7181
8.8,WEEKDAY,40.095969,-83.091421,8,2,33,SAWMILL RD & DUBLIN-GRAN,9,0.5,7182
10.3,WEEKDAY,40.096299,-83.091679,2,14,33,SAWMILL RD & DUBLIN-GRAN,16,0.3,7183
2.9,WEEKDAY,39.9393,-83.117584,1,2,21,SULLIVANT AVE & COUNTRYB,3,0.2,7194
2.8,WEEKDAY,39.895369,-83.081122,8,1,3,PARLIN DR & WILLOWOOD PL,10,0.1,6968
2.3,WEEKDAY,39.894956,-83.079146,3,2,3,RICHARD AVE & PARLIN DR,5,0.1,6969
3.8,WEEKDAY,39.892591,-83.080232,4,2,3,RICHARD AVE & ADDISON DR,6,0.1,6970
0.9,WEEKDAY,39.882016,-83.089459,1,0,3,COLUMBUS ST & DUDLEY AVE,1,0.0,6971
1.4,WEEKDAY,39.881599,-83.08547,1,1,3,COLUMBUS ST & HAUGHN RD,2,0.0,6972
6.4,WEEKDAY,39.975877,-82.968367,12,10,22,N CHAMPION AVE & TORONTO,22,0.2,7197
18.7,WEEKDAY,40.049281,-82.976747,19,11,8,KARL RD & STONEGATE SQUA,30,0.3,7203
7.3,WEEKDAY,39.96663,-82.997891,11,4,3,E SPRING ST & N 4TH ST,15,0.2,7205
3.4,WEEKDAY,39.966605,-82.997928,4,0,6,E SPRING ST & N 4TH ST,5,0.1,7205
12.3,WEEKDAY,39.966739,-82.997782,24,1,7,E SPRING ST & N 4TH ST,25,0.2,7205
1.0,WEEKDAY,39.966728,-82.997731,1,0,42,E SPRING ST & N 4TH ST,1,0.5,7205
2.6,WEEKDAY,39.966696,-82.997765,4,0,43,E SPRING ST & N 4TH ST,4,0.3,7205
0.5,WEEKDAY,39.966626,-82.997956,1,0,44,E SPRING ST & N 4TH ST,1,0.3,7205
2.5,WEEKDAY,39.966714,-82.997716,9,0,45,E SPRING ST & N 4TH ST,9,0.3,7205
0.3,WEEKDAY,39.966719,-82.997805,1,0,46,E SPRING ST & N 4TH ST,1,0.2,7205
5.7,WEEKDAY,39.991248,-83.04445,18,1,31,GRANDVIEW AVE & KING AVE,19,0.2,7124
16.9,WEEKDAY,40.020505,-83.02476,4,59,1,OLENTANGY RIVER RD & HAR,63,0.2,7128
5.6,WEEKDAY,39.929238,-82.842159,7,5,25,PARK CRESCENT DR & ALSHI,11,0.2,7136
6.7,WEEKDAY,39.997616,-83.048382,0,20,31,NORTH STAR RD & PRESIDEN,20,0.2,7137
8.8,WEEKDAY,39.997348,-83.048544,25,1,31,NORTH STAR RD & PRESIDEN,26,0.2,7138
0.2,WEEKDAY,40.095027,-83.132668,0,0,73,565 METRO PL S,0,0.0,7108
1.4,WEEKDAY,40.093673,-83.130046,0,0,33,495 METRO PL S,0,0.1,7109
0.4,WEEKDAY,40.093883,-83.131741,0,0,73,495 METRO PL S,0,0.1,7109
197.2,WEEKDAY,39.962205,-83.000958,496,585,10,W BROAD ST & N HIGH ST,1080,1.2,7111
292.1,WEEKDAY,39.962266,-83.001123,17,17,131,W BROAD ST & N HIGH ST,33,10.4,7111
12.7,WEEKDAY,39.950011,-82.974904,15,26,1,E LIVINGSTON AVE & CARPE,41,0.2,7175
3.3,WEEKDAY,40.073211,-83.092638,2,1,33,SAWMILL RD & WEST CASE R,3,0.1,7176
1.8,WEEKDAY,40.07395,-83.09277,0,2,33,SAWMILL RD & WEST CASE R,3,0.0,7177
2.4,WEEKDAY,39.947291,-82.922249,3,3,1,E LIVINGSTON AVE & BROWN,6,0.0,7178
2.8,WEEKDAY,39.931082,-83.076411,3,1,9,HAGUE AVE & BRIGGS RD,5,0.1,7602
1.0,WEEKDAY,39.93177,-83.081142,2,1,9,BRIGGS RD & BINNS BLVD,2,0.0,7603
3.9,WEEKDAY,40.071378,-83.019087,3,8,102,N HIGH ST & W KANAWHA AV,10,0.1,1263
12.4,WEEKDAY,40.067447,-83.019297,1,19,2,N HIGH ST & FENWAY RD,19,0.2,1264
2.6,WEEKDAY,40.058107,-83.075188,4,3,33,DIERKER RD & WENDYS DR,7,0.1,6862
4.5,WEEKDAY,40.063589,-83.075172,4,7,33,DIERKER RD & BETHEL RD,12,0.1,6866
6.6,WEEKDAY,40.048033,-82.915654,20,1,7,EASTON WAY & EASTON SQUA,21,0.2,6870
3.8,WEEKDAY,40.048034,-82.915627,10,1,9,EASTON WAY & EASTON SQUA,11,0.1,6870
0.5,WEEKDAY,39.897954,-82.929346,0,0,4,ALUM CREEK DR & NEW WORL,0,0.0,6915
0.3,WEEKDAY,39.897977,-82.929348,0,1,22,ALUM CREEK DR & NEW WORL,1,0.0,6915
16.6,WEEKDAY,39.925718,-82.935881,39,26,5,ALUM CREEK DR & WINSLOW,65,0.5,6906
15.0,WEEKDAY,39.925638,-82.935795,31,26,22,ALUM CREEK DR & WINSLOW,57,0.4,6906
1.3,WEEKDAY,39.913948,-82.929408,1,2,22,ALUM CREEK DR & LAWNDALE,3,0.0,6907
1.1,WEEKDAY,39.913903,-82.929555,3,1,22,ALUM CREEK DR & LAWNDALE,3,0.0,6908
0.6,WEEKDAY,39.91127,-82.928551,1,1,22,ALUM CREEK DR & KOEBEL R,2,0.0,6909
12.0,WEEKDAY,40.018773,-83.024085,5,19,1,2825 OLENTANGY RIVER RD,23,0.2,6778
0.3,WEEKDAY,40.141648,-82.977466,1,0,41,POLARIS PKWY & LYRA DR,1,0.1,6781
